,RK,Team,Year,Conf,playoffs_y_n,G,W,L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,W%,MP_scalnorm,FG_scalnorm,FGA_scalnorm,FG%_scalnorm,3P_scalnorm,3PA_scalnorm,3P%_scalnorm,2P_scalnorm,2PA_scalnorm,2P%_scalnorm,FT_scalnorm,FTA_scalnorm,FT%_scalnorm,ORB_scalnorm,DRB_scalnorm,AST_scalnorm,STL_scalnorm,BLK_scalnorm,TOV_scalnorm,PF_scalnorm,PTS_scalnorm,W%_scalnorm
17,18,Chicago Bulls,2012,East,1,66,50,16,241.5,37.4,82.8,0.452,6.3,16.9,0.375,31,65.8,0.471,15.2,21.1,0.722,13.9,32.8,23.1,6.9,5.9,14,17.3,96.3,0.757575758,-0.03615251,0.064040893,0.089211983,0.03615251,-0.015296491,-0.025623653,0.160530056,0.03615251,0.082574259,-0.03615251,-0.148489489,-0.082574259,-0.148489489,0.611694275,0.213960928,0.128197099,-0.096146687,0.174536241,-0.103432765,-0.191574279,-0.025623653,0.611694275
18,19,Dallas Mavericks,2012,West,1,66,36,30,243.4,36.3,82,0.443,7.5,22.2,0.339,28.8,59.8,0.482,15.6,20.2,0.771,10.1,32.7,20.9,8.6,5.1,14,18.6,95.8,0.545454545,0.334432306,-0.081423726,0.034451199,-0.069497417,0.200925799,0.334432306,-0.105809171,-0.232954254,-0.250310373,0.118333078,-0.157705257,-0.288729202,0.144234745,-0.334432306,0.36155042,0.022931513,0.334432306,0.022931513,-0.232954254,-0.185976126,-0.081423726,0.034451199
19,20,Memphis Grizzlies,2012,West,1,66,41,25,241.5,36.7,82.2,0.447,4.2,12.9,0.326,32.5,69.3,0.47,17.3,22.8,0.759,12.6,29.5,19.5,9.6,5.2,14.5,19.9,95,0.621212121,-0.046847061,-0.006590638,0.046847061,-0.006590638,-0.192415298,-0.226167139,-0.154661351,0.277254344,0.277254344,-0.082985318,0.07544391,0.039985271,0.033203581,0.166120062,-0.124588573,-0.13403,0.792644227,0.039985271,-0.013193623,0.039985271,-0.060877202,0.13403
20,21,Orlando Magic,2012,East,1,66,37,29,241.9,34.5,78.2,0.441,10.2,27,0.375,24.3,51.2,0.475,15.1,22.8,0.66,11.2,31.2,20,6.8,4.2,14.9,17.7,94.2,0.560606061,0.021648948,-0.089941234,-0.104178081,-0.044930166,0.429155872,0.429155872,0.11262557,-0.429155872,-0.429155872,-0.003568324,-0.122452107,0.021648948,-0.429155872,-0.007143332,0.021648948,-0.036861609,-0.077973491,-0.104178081,0.017977185,-0.089941234,-0.040847073,0.025364079
21,22,Washington Wizards,2012,East,0,66,20,46,240.4,36.6,83,0.441,5.2,16.3,0.32,31.4,66.7,0.47,15.3,21,0.727,11.7,29.9,19.1,8,6.3,15.3,21.3,93.6,0.303030303,-0.338547136,-0.027031726,0.196403073,-0.113172086,-0.196403073,-0.09284865,-0.308437776,0.169908956,0.210921018,-0.113172086,-0.226547953,-0.1827848,-0.226547953,0.045281728,-0.102887413,-0.262408353,0.054530326,0.378108481,0.169908956,0.226547953,-0.13464108,-0.378108481
22,23,Philadelphia 76ers,2012,East,1,66,35,31,241.1,37.4,83.6,0.448,5.3,14.6,0.362,32.2,69,0.466,13.5,18.2,0.742,10.7,32.5,22,8,5.2,11.2,17.5,93.6,0.53030303,-0.084345287,0.056180277,0.112461713,0.0044618,-0.084345287,-0.097497354,0.072438789,0.130263339,0.153113017,-0.097497354,-0.536612657,-0.536612657,-0.051074815,-0.06142712,0.097497354,0.051074815,0.027069651,0.027069651,-0.536612657,-0.130263339,-0.066837799,-0.0044618
23,24,New Jersey Nets,2012,East,0,66,22,44,240.8,34.3,80.6,0.425,7.7,22.4,0.342,26.6,58.2,0.457,16.9,21.7,0.777,11.9,28.5,19.9,7.5,3.9,15.1,19.2,93.1,0.333333333,-0.136179563,-0.18927939,-0.06327374,-0.172445452,0.109807616,0.172445452,-0.025316704,-0.211397867,-0.172445452,-0.136179563,0.025316704,-0.005025158,0.109807616,0.046416985,-0.604366721,-0.069183063,-0.020195518,-0.604366721,0.041024756,-0.035719436,-0.094994935,-0.117924499
24,25,Cleveland Cavaliers,2012,East,0,66,21,45,241.9,34.3,81.2,0.422,6.7,19.3,0.346,27.6,61.9,0.446,17.8,24.9,0.716,12.7,29.5,19.8,7.1,4,15.4,20,93,0.318181818,0.051906499,-0.322257316,-0.043102914,-0.359915093,0.034383846,-0.008555575,0.025731044,-0.293596723,-0.060814067,-0.359915093,0.117787511,0.186952777,-0.293596723,0.249782091,-0.161733473,-0.138902567,-0.117787511,-0.359915093,0.200772164,0.079027162,-0.186952777,-0.270036172
25,26,Boston Celtics,2012,East,1,66,39,27,241.5,35.5,77.1,0.46,5.5,15,0.367,30,62.1,0.483,15.4,19.8,0.778,7.7,31.1,23.6,7.5,5.5,14.8,19.9,91.8,0.590909091,-0.037536153,-0.085734573,-0.635105272,0.133103508,-0.06649189,-0.09982645,0.09982645,-0.005280741,-0.005280741,0.072701766,-0.107391383,-0.154172535,0.133103508,-0.635105272,0.010571375,0.222149723,-0.021222677,0.107391383,0.015881925,0.032038152,-0.133103508,0.060449346
26,27,Detroit Pistons,2012,East,0,66,25,41,241.9,34.7,79.3,0.438,4.8,13.9,0.346,29.9,65.4,0.457,16.6,22.1,0.752,11.7,28.5,18.7,7,4.2,15.7,19.6,90.9,0.378787879,0.040470225,-0.145762496,-0.126099622,-0.135655558,-0.168134818,-0.168134818,0.020061864,-0.020061864,0.076358917,-0.180769547,0.01335364,0.006670572,-0.033606285,0.033606285,-0.802257667,-0.228910165,-0.108298925,-0.194748971,0.228910165,0.006670572,-0.194748971,-0.091836034
27,28,Toronto Raptors,2012,East,0,66,23,43,241.9,34.4,78.1,0.44,5.5,16.3,0.34,28.8,61.8,0.467,16.4,21.4,0.77,10.6,31.4,20.9,6.5,4.9,15.2,23.2,90.7,0.348484848,0.041637048,-0.200363904,-0.235510022,-0.111421361,-0.086413412,-0.070895296,-0.048782296,-0.139566731,-0.063392017,-0.129735282,-0.020640281,-0.056027811,0.056027811,-0.111421361,0.086413412,0.013738647,-0.216610813,-0.034575209,0.094483817,0.825388073,-0.235510022,-0.120377956
28,29,New Orleans Hornets,2012,West,0,66,21,45,241.5,34.8,77.3,0.451,3.9,11.8,0.333,30.9,65.5,0.472,16,21.2,0.757,11,30.2,20.7,7.4,4.8,15.5,20.1,89.6,0.318181818,-0.037525797,-0.099798909,-0.222088434,0.026596991,-0.634930054,-0.634930054,-0.072681708,0.026596991,0.072681708,-0.015877543,-0.043099412,-0.066473546,0.010568459,-0.043099412,-0.037525797,-0.005279285,-0.05453623,-0.060432668,0.154130001,0.060432668,-0.222088434,-0.166627941
29,30,Charlotte Bobcats,2012,East,0,66,7,59,240.8,33.2,80.2,0.414,4,13.5,0.295,29.2,66.7,0.439,16.5,22.2,0.746,10.3,28.7,20.1,6,5.5,14.5,18.9,87,0.106060606,-0.087772235,-0.389534354,-0.052584292,-0.389534354,-0.136252922,-0.094559912,-0.389534354,-0.044590774,0.076006243,-0.389534354,-0.003238881,0.009740992,-0.029917283,-0.076006243,-0.111146801,-0.019650224,-0.136252922,0.065867242,-0.006483829,-0.037075896,-0.389534354,-0.389534354
0,1,Denver Nuggets,2013,West,1,82,57,25,242.7,40.7,85.2,0.478,6.4,18.5,0.343,34.4,66.6,0.516,18.4,26.2,0.701,13.3,31.7,24.4,9.3,6.5,15.3,20.5,106.1,0.695121951,0.108209758,0.445764142,0.155921207,0.100442271,-0.034235881,-0.026345666,-0.086977842,0.445764142,0.116984163,0.108209758,0.080991054,0.127190986,-0.127190986,0.445764142,0.042427849,0.127190986,0.155921207,0.127190986,0.116984163,0.038288148,0.445764142,0.108209758
1,2,Houston Rockets,2013,West,1,82,45,37,241.2,38.1,82.7,0.461,10.6,28.9,0.366,27.5,53.8,0.511,19.2,25.5,0.754,11.1,32.3,23.2,8.3,4.4,16.4,20.3,106,0.548780488,-0.080076381,0.080076381,0.056459894,0.067903696,0.207488594,0.593190475,0.07388485,-0.207488594,-0.207488594,0.107776999,0.169256506,0.14399767,-0.0098737,-0.014833771,0.086513314,0.115743782,0.062103651,-0.100303915,0.593190475,0.024848536,0.207488594,0.035058894
2,3,Oklahoma City Thunder,2013,West,1,82,60,22,241.8,38.1,79.3,0.481,7.3,19.4,0.377,30.8,60,0.514,22.2,26.8,0.828,10.4,33.2,21.4,8.3,7.6,15.3,20.2,105.7,0.731707317,0.008432574,0.068388745,-0.177204367,0.158663542,0.016928903,-0.004212341,0.144552486,0.034389022,-0.048219227,0.106173991,0.506610704,0.177204367,0.506610704,-0.092046288,0.132952438,-0.048219227,0.053039244,0.506610704,0.132952438,0.008432574,0.144552486,0.177204367
3,4,San Antonio Spurs,2013,West,1,82,58,24,242.4,39.1,81.4,0.481,8.1,21.5,0.376,31.1,59.9,0.519,16.6,21,0.791,8.1,33.2,25.1,8.5,5.4,14.7,17.4,103,0.707317073,0.092831769,0.178716547,-0.030197344,0.160017504,0.080309074,0.074516678,0.115126712,0.092831769,-0.05848762,0.14578603,0.004248287,-0.053491856,0.14578603,-0.510933887,0.134086993,0.510933887,0.099693813,0.048630708,0.012776801,-0.510933887,0.124029789,0.14578603
4,5,Miami Heat,2013,East,1,82,66,16,242.4,38.4,77.4,0.496,8.7,22.1,0.396,29.6,55.4,0.536,17.4,23,0.754,8.2,30.4,23,8.7,5.4,13.9,18.7,102.9,0.804878049,0.083690647,0.096535886,-0.460622349,0.460622349,0.120883478,0.083690647,0.161118372,-0.027223819,-0.131430515,0.460622349,0.027223819,0.043842054,-0.007667094,-0.131430515,0,0.067179038,0.131430515,0.043842054,-0.111816605,-0.062180652,0.096535886,0.460622349
5,6,Los Angeles Lakers,2013,West,1,82,45,37,240.9,37.1,81,0.458,8.7,24.6,0.355,28.4,56.4,0.503,19.3,27.9,0.692,11.5,33.3,22.2,7,5.2,15,17.9,102.2,0.548780488,-0.116669804,0,-0.068446968,0.051358721,0.156919499,0.170610665,-0.035339387,-0.125313758,-0.145149742,0.093984207,0.209148633,0.597936371,-0.597936371,0.019980641,0.209148633,-0.014952451,-0.116669804,0.014952451,0.068446968,-0.209148633,0.108639283,0.035339387
6,7,Golden State Warriors,2013,West,1,82,47,35,241.5,38.2,83.4,0.458,8,19.9,0.403,30.1,63.5,0.475,16.8,21.3,0.79,10.8,34.2,22.5,6.9,4.2,15.1,21.4,101.2,0.573170732,-0.037657817,0.115766531,0.072937411,0.054728095,0.08601246,0.021291465,0.637163807,-0.01060564,0.015933402,-0.026690563,0.021291465,-0.015933402,0.154672247,-0.066707407,0.637163807,0.005297858,-0.154672247,-0.167214156,0.107739465,0.222869766,0.100150013,0.060645277
7,8,Dallas Mavericks,2013,West,0,82,41,41,243.7,38.8,84,0.462,7.4,19.9,0.372,31.4,64.2,0.489,16.1,20.4,0.793,9.4,32.6,23.2,7.9,5.5,14,20.7,101.1,0.5,0.380112402,0.346306352,0.163839844,0.163839844,0.082386247,0.040556803,0.220516543,0.254362472,0.115519458,0.115519458,-0.093214964,-0.220516543,0.424530907,-0.254362472,0.220516543,0.236816934,-0.020202031,0.163839844,-0.220516543,0.163839844,0.151171695,-0.030350557
8,9,Los Angeles Clippers,2013,West,1,82,56,26,240.6,38.5,80.6,0.478,7.6,21.4,0.358,30.9,59.2,0.522,16.4,23,0.711,11.4,30.2,23.9,9.6,5.6,14.6,20.9,101.1,0.682926829,-0.626295199,0.15203388,-0.105901668,0.14112062,0.059610803,0.071693259,-0.005207488,0.065569526,-0.084545277,0.2190681,-0.02092828,0.059610803,-0.15203388,0.005207488,-0.02623528,0.15203388,0.626295199,0.098441675,-0.015661613,0.105901668,0.078008209,0.122203201
9,10,Sacramento Kings,2013,West,0,82,28,54,241.8,37.6,84.2,0.447,7.4,20.5,0.363,30.2,63.7,0.474,17.5,22.8,0.769,11.5,29.1,20.8,8.2,4.2,14.6,20.9,100.2,0.341463415,0.027348588,0.111530744,0.344344316,-0.097107591,0.111530744,0.156384974,0.111530744,0.027348588,0.082884033,-0.111530744,0.156384974,0.082884033,0.126190168,0.05490395,-0.514578836,-0.29852524,0.082884033,-0.431192381,-0.0410872,0.277825979,0.156384974,-0.29852524
10,11,New York Knicks,2013,East,1,82,54,28,240.6,36.5,81.6,0.448,10.9,28.9,0.376,25.7,52.7,0.487,16,21.1,0.759,10.9,29.7,19.3,8.2,3.6,12,20.1,100,0.658536585,-0.350327908,-0.023780457,0,-0.005831235,0.350327908,0.350327908,0.078938002,-0.350327908,-0.350327908,0.026906123,-0.033344225,-0.026906123,0.01467511,-0.020705169,-0.063651209,-0.350327908,0.017672438,-0.350327908,-0.350327908,-0.002912889,0.026906123,0.055064873
11,12,Milwaukee Bucks,2013,East,1,82,38,44,241.8,38.1,87.8,0.435,7.3,20.4,0.36,30.8,67.4,0.457,15.3,20.7,0.736,13,30.9,22.9,8.4,6.7,14.1,19,98.9,0.463414634,0.012883479,0.10448589,0.774011435,-0.203127779,0.025864366,0.059446154,0.025864366,0.052540336,0.27073689,-0.187892166,-0.162215056,-0.10448589,-0.088602631,0.27073689,0.03242306,0.088602631,0.112884978,0.27073689,-0.096407008,-0.081034571,0.045745821,-0.03242306
12,13,Utah Jazz,2013,West,0,82,43,39,242.4,37.1,81.8,0.454,6.2,16.9,0.366,31,64.9,0.477,17.5,23,0.764,12.1,30,22.7,8.4,6.3,14.8,21.3,98,0.524390244,0.286402621,0,0.093164212,0.093164212,-0.229897287,-0.449775994,0.196338874,0.229897287,0.196338874,-0.026238007,0.150034438,0.150034438,0.093164212,0.196338874,-0.150034438,0.066031581,0.229897287,0.355186509,0.107001665,0.449775994,0.052674391,0.013106727
13,14,Atlanta Hawks,2013,East,1,82,44,38,242.1,37.6,81,0.464,8.6,23.2,0.371,29,57.8,0.501,14.1,19.7,0.715,9.2,31.6,24.5,8.1,4.5,14.9,18,98,0.536585366,0.121888577,0.079028822,-0.133272114,0.182995308,0.243996629,0.262332101,0.182995308,-0.133272114,-0.243996629,0.157163001,-0.33219359,-0.305535717,-0.243996629,-0.28261899,0.089416245,0.407230317,0.029113704,-0.145011108,0.11081178,-0.33219359,0.038904022,0.029113704
14,15,Portland Trail Blazers,2013,West,0,82,33,49,242.1,36.7,81.9,0.448,8.2,23.2,0.353,28.5,58.7,0.486,15.9,20.5,0.776,10.7,30.2,21.8,6.6,4.3,14.7,18.5,97.5,0.402439024,0.161987557,-0.064813477,0.118832457,-0.025753987,0.281119268,0.348634279,-0.132897841,-0.281119268,-0.243197219,0.091445584,-0.192716953,-0.243197219,0.243197219,-0.208866584,-0.064813477,-0.064813477,-0.441478844,-0.324266793,0.038691548,-0.243197219,0.012864943,-0.147266709
15,16,Toronto Raptors,2013,East,0,82,34,48,243.7,36.3,81.5,0.446,7,20.3,0.343,29.4,61.2,0.48,17.6,22.3,0.788,10.6,29.6,21.5,7.3,4.8,13.7,22.4,97.2,0.414634146,0.263725132,-0.088160023,-0.028138646,-0.064673314,0.00700161,0.049768297,-0.164305549,-0.080148356,-0.049768297,0.00700161,0.122811069,0.014016336,0.176478789,-0.132357527,-0.189740537,-0.064673314,-0.064673314,-0.028138646,-0.240270215,0.842071043,-0.00700161,-0.05716026
16,17,Brooklyn Nets,2013,East,1,82,49,33,242.1,35.9,79.8,0.45,7.7,21.5,0.357,28.2,58.3,0.484,17.5,23.9,0.731,12.8,30,20.3,7.3,4.8,14.7,18.3,96.9,0.597560976,0.144973238,-0.270189443,-0.336144627,0.058005811,0.158512721,0.201954556,-0.034627592,-0.395108234,-0.251591983,0.058005811,0.13179859,0.217653065,-0.217653065,0.290207519,-0.13179859,-0.363401588,-0.106350922,-0.046272113,0.034627592,-0.336144627,-0.034627592,0.158512721
17,18,Cleveland Cavaliers,2013,East,0,82,24,58,240.6,36.5,84.2,0.434,6.7,19.3,0.346,29.8,64.9,0.46,16.8,22.3,0.756,12.2,28.8,20.7,7.9,4.1,14,21.2,96.5,0.292682927,-0.618681101,-0.041996424,0.129661378,-0.216404809,-0.015471209,-0.015471209,-0.083517429,-0.025916329,0.077059835,-0.129661378,0.020673847,0.010297994,0.015471209,0.097244883,-0.618681101,-0.129661378,-0.010297994,-0.216404809,-0.112408401,0.139404965,-0.031209628,-0.17652981
18,19,Minnesota Timberwolves,2013,West,0,82,31,51,240.6,35.9,81.7,0.439,5.5,18,0.305,30.4,63.7,0.477,18.5,24.9,0.742,11.9,30.2,22.4,8.5,4.7,14.8,18.4,95.7,0.37804878,-0.651092913,-0.12704175,0.02175692,-0.102339403,-0.185777952,-0.068165705,-0.651092913,0.027274048,0.032844655,-0.010837491,0.136454151,0.118297315,-0.06197105,0.050005681,-0.027274048,-0.005413675,0.12704175,-0.044196556,0.044196556,-0.12704175,-0.050005681,-0.074531903
19,20,Boston Celtics,2013,East,1,81,41,40,244.9,37,79.7,0.465,6.1,17.2,0.358,30.9,62.6,0.494,16.3,21,0.776,8.1,31.3,22.8,8.2,4.5,14.6,21.2,96.5,0.50617284,0.65408872,-0.016356639,-0.186632753,0.118841624,-0.118841624,-0.137082003,-0.005438584,0.068479349,-0.016356639,0.074874839,-0.038658118,-0.068479349,0.102810287,-0.65408872,0.038658118,0.050235767,0.03299578,-0.081470032,-0.016356639,0.147383224,-0.03299578,-0.005438584
20,21,Phoenix Suns,2013,West,0,82,25,57,241.5,37.3,84.4,0.443,5.9,17.7,0.33,31.5,66.6,0.473,14.7,19.7,0.744,11.7,29.9,22.6,8,5.3,15.6,20.6,95.2,0.304878049,-0.067303045,0.038052669,0.32492406,-0.153723738,-0.23865715,-0.153723738,-0.32492406,0.32492406,0.298849553,-0.119221239,-0.276434322,-0.298849553,-0.087459512,0.067303045,-0.153723738,0.028476596,0.009468471,0.057445023,0.398318727,0.130355665,-0.10838684,-0.276434322
21,22,Detroit Pistons,2013,East,0,82,29,53,241.5,36.3,81,0.449,6.3,17.6,0.356,30.1,63.4,0.474,15.9,22.8,0.699,12.1,30,21.2,7,4.9,15.1,19.8,94.9,0.353658537,-0.099696646,-0.176603564,-0.193097096,0.042182655,-0.176603564,-0.265140708,-0.070661545,-0.028077748,0,-0.114504345,-0.210105648,0.085093863,-0.590033349,0.210105648,-0.160554465,-0.193097096,-0.329139495,-0.014025737,0.285233294,-0.070661545,-0.193097096,-0.24601709
22,23,Orlando Magic,2013,East,0,82,20,62,241.2,37.7,84.2,0.448,6.2,18.7,0.329,31.5,65.5,0.482,12.5,16.6,0.755,10.9,31.9,22.8,6.4,4.4,14.5,19.4,94.1,0.243902439,-0.08279182,0.058374483,0.128534864,-0.010208524,-0.089447033,-0.025691165,-0.214524659,0.174996098,0.096400008,0.015336794,-0.214524659,-0.613305927,0.005099485,-0.036247763,0.070206352,0.04710354,-0.214524659,-0.103705282,-0.041631554,-0.04710354,-0.103705282,-0.613305927
23,24,New Orleans Hornets,2013,West,0,82,27,55,241.2,36,80.4,0.448,6.5,18,0.363,29.5,62.4,0.473,15.5,20,0.776,12,29.6,21,6.3,5.4,14.5,20.4,94.1,0.329268293,-0.114327814,-0.133119458,-0.177494709,-0.014097023,-0.050054794,-0.088667526,0.05748931,-0.065045613,-0.035477112,-0.088667526,-0.153876943,-0.177494709,0.133119458,0.080609739,-0.1908328,-0.114327814,-0.846918519,0.080609739,-0.05748931,0.050054794,-0.143207362,-0.177494709
24,25,Indiana Pacers,2013,East,1,81,49,32,241.9,35.1,80.6,0.436,6.9,19.7,0.347,28.3,60.8,0.465,17.6,23.6,0.746,12.9,33,20.3,7.2,6.3,15.1,20,94.7,0.604938272,0.072725419,-0.430409894,-0.208068293,-0.257884934,-0.010231313,0.010231313,-0.140857972,-0.298705682,-0.094505823,-0.193411413,0.179461364,0.16610873,-0.072725419,0.322926831,0.257884934,-0.322926831,-0.16610873,0.277264062,0.208068293,-0.030770858,-0.16610873,0.16610873
25,26,Charlotte Bobcats,2013,East,0,82,21,61,241.5,34.4,81.1,0.425,5.7,17.1,0.335,28.7,64,0.448,18.9,25.1,0.75,11.2,29.1,19.4,7.2,5.8,14.1,19,93.4,0.256097561,-0.030347902,-0.513481291,-0.03943674,-0.513481291,-0.124648174,-0.124648174,-0.124648174,-0.080709477,0.03943674,-0.513481291,0.124648174,0.107613909,-0.021509546,-0.004269468,-0.160815316,-0.179607589,-0.069316224,0.093294608,-0.063956671,-0.053758555,-0.115700708,-0.179607589
26,27,Memphis Grizzlies,2013,West,1,82,56,26,241.5,36.1,81.5,0.444,4.7,13.5,0.345,31.5,68,0.463,16.5,21.3,0.773,12.9,29.8,20.9,8.6,5.3,14,20.2,93.4,0.682926829,-0.031652723,-0.072296505,-0.017896227,-0.056069928,-0.535558645,-0.535558645,-0.084179617,0.152812273,0.535558645,-0.097305851,-0.004453036,-0.013392586,0.056069928,0.140549394,-0.084179617,-0.084179617,0.130007477,0.02701648,-0.097305851,0.008914414,-0.120675311,0.104498614
27,28,Washington Wizards,2013,East,0,82,29,53,242.1,35.5,81.6,0.435,6.6,18.2,0.365,28.8,63.4,0.455,15.6,21.3,0.733,10.8,32.3,21.6,7.3,4.6,15.1,20.5,93.2,0.353658537,0.086350118,-0.235337523,0,-0.216452157,-0.034549885,-0.063345586,0.078502929,-0.111339751,0,-0.288496158,-0.129640258,-0.020625163,-0.111339751,-0.086350118,0.120289786,-0.048746565,-0.063345586,-0.078502929,0.139464506,0.070843369,-0.824783521,-0.120289786
28,29,Chicago Bulls,2013,East,1,82,45,37,241.8,35.7,81.7,0.437,5.4,15.4,0.353,30.2,66.3,0.456,16.4,21.2,0.773,12.5,30.7,23,7.2,5.1,14.3,19.7,93.2,0.548780488,0.01330573,-0.194050263,0.026712061,-0.145239538,-0.279610192,-0.279610192,-0.068661324,0.01330573,0.145239538,-0.228088896,-0.026712061,-0.047245123,0.08369045,0.145239538,0.019989888,0.116584742,-0.107910377,0.00664664,-0.076084962,-0.047245123,-0.799379377,0.047245123
29,30,Philadelphia 76ers,2013,East,0,82,34,48,240.9,37.3,84.1,0.444,6.3,17.5,0.36,31,66.5,0.466,12.2,16.8,0.729,10.9,30.4,22.8,7.4,4.7,13,18.4,93.2,0.414634146,-0.122441619,0.020969111,0.098633734,-0.065697452,-0.065697452,-0.114013817,0.020969111,0.091519648,0.131513201,-0.084710225,-0.6275171,-0.219495501,-0.114013817,-0.037087675,0,0.048194996,-0.026286465,-0.042596217,-0.219495501,-0.122441619,-0.6275171,-0.042596217
0,1,Los Angeles Clippers,2014,West,1,82,57,25,240.9,39.1,82.5,0.474,8.5,24,0.352,30.7,58.5,0.525,21.2,29.1,0.73,10.5,32.5,24.6,8.6,4.8,13.9,21.5,107.9,0.695121951,-0.167217358,0.167217358,-0.018557838,0.194756476,0.037436195,0.100179817,-0.084951139,0.056996258,-0.108232762,0.211748902,0.211748902,0.25957928,-0.155529848,-0.070634334,0.070634334,0.211748902,0.155529848,0.037436195,-0.108232762,0.056996258,0.742112873,0.211748902
1,2,Houston Rockets,2014,West,1,82,54,28,241.8,38,80.5,0.472,9.5,26.6,0.358,28.5,54,0.529,22.1,31.1,0.712,11.2,34.1,21.4,7.6,5.6,16.1,20.4,107.7,0.658536585,-0.010418113,0.003464024,-0.087312302,0.087312302,0.416611884,0.416611884,-0.003464024,-0.081289631,-0.416611884,0.145724211,0.416611884,0.416611884,-0.1188729,0.003464024,0.1188729,-0.017451722,-0.010418113,0.109333587,0.145724211,-0.010418113,0.145724211,0.075694369
2,3,Minnesota Timberwolves,2014,West,0,82,40,42,242.1,38.9,87.5,0.444,7.3,21.4,0.341,31.6,66.1,0.478,21.8,28.1,0.778,12.5,32.2,23.9,8.8,3.6,13.9,18.3,106.9,0.487804878,0.035141816,0.093458771,0.594593496,-0.086717936,-0.014868856,-0.009897054,-0.124613168,0.124613168,0.144338255,-0.040361344,0.207979348,0.169656834,0.068064302,0.186218549,0.024907308,0.124613168,0.169656834,-0.594593496,-0.086717936,-0.169656834,0.169656834,-0.014868856
3,4,Portland Trail Blazers,2014,West,1,82,54,28,242.1,39.1,87,0.45,9.4,25.3,0.372,29.7,61.7,0.481,19.1,23.5,0.815,12.5,34,23.2,5.5,4.7,13.7,19.2,106.7,0.658536585,0.036230747,0.138128928,0.174913952,0.010203732,0.160877457,0.174913952,0.076354472,-0.025679105,-0.015329594,0,0.089405045,0.025679105,0.613018031,0.191988862,0.138128928,0.070173396,-0.613018031,0.015329594,-0.138128928,-0.103656602,0.148810832,0.111379476
4,5,Oklahoma City Thunder,2014,West,1,82,59,23,241.5,39,82.7,0.471,8.1,22.4,0.361,30.9,60.3,0.512,20.2,25,0.806,10.8,33.9,21.9,8.3,6.1,15.3,22.7,106.2,0.719512195,-0.096850209,0.204867585,0.018768394,0.204867585,0.018768394,0.02819673,0.02819673,0.164448572,-0.118049538,0.236311639,0.236311639,0.152212949,0.39440407,-0.056880456,0.204867585,0.037678689,0.118049538,0.39440407,0.204867585,0.321730721,0.236311639,0.39440407
5,6,San Antonio Spurs,2014,West,1,82,62,20,240.9,40.6,83.5,0.486,8.5,21.4,0.397,32,62,0.517,15.7,20,0.785,9.3,34,25.2,7.4,5.1,14.4,18.2,105.4,0.756097561,-0.087761379,0.389486176,0.019647794,0.13623607,0.019647794,-0.006483027,0.389486176,0.111133055,0.006483027,0.094548217,-0.094548217,-0.389486176,0.094548217,-0.081627375,0.087761379,0.389486176,-0.029913583,0.048512457,-0.029913583,-0.389486176,0.070765889,0.389486176
6,7,Phoenix Suns,2014,West,0,82,48,34,240.9,38.7,83.5,0.463,9.3,25.1,0.372,29.4,58.4,0.503,18.5,24.4,0.758,11.3,31.7,19.1,8.4,4.6,15.3,21.9,105.2,0.585365854,-0.319722965,0.14855436,0.071578761,0.191545833,0.239930885,0.344448054,0.176735448,-0.121876976,-0.257806795,0.22302952,0.162428294,0.135054272,-0.011798088,0.035482961,-0.011798088,-0.496320825,0.206943227,-0.011798088,0.257806795,0.191545833,0.22302952,0.083862245
7,8,Dallas Mavericks,2014,West,1,82,49,33,241.8,39.6,83.6,0.474,8.8,22.9,0.384,30.8,60.7,0.508,16.8,21.1,0.795,10.2,30.7,23.6,8.6,4.3,13.5,20,104.8,0.597560976,-0.02916564,0.407956784,0.089575756,0.306080769,0.157443368,0.068931566,0.407956784,0.111009459,-0.068931566,0.21190735,-0.100178225,-0.170099438,0.332786196,-0.145269796,-0.157443368,0.21190735,0.2444319,-0.122106017,-0.332786196,-0.100178225,0.157443368,0.111009459
8,9,Denver Nuggets,2014,West,0,82,36,46,240.9,38.4,85.9,0.447,8.6,23.9,0.358,29.8,62,0.481,19.1,26.3,0.726,12.3,33.1,22.4,7.5,5.6,15.9,23,104.4,0.43902439,-0.183846936,0.062664472,0.170997116,-0.048222425,0.070081636,0.093399434,-0.00678413,-0.020403394,0.01358097,0,0.118996388,0.170997116,-0.198064343,0.198064343,0.110142587,0.048222425,-0.041159182,0.214124787,0.232807092,0.81591516,0.093399434,-0.062664472
